Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2018-01-02,65.43501758921596,65.89118102705224,65.35737117325026,65.6097183227539,1047800,0.0,0.0,A
2018-01-03,65.62913754058013,67.44407634213637,65.60972223304667,67.27908325195312,1698900,0.0,0.0,A
2018-01-04,67.49259428599694,67.76434930128109,66.75496824110512,66.77438354492188,2230700,0.0,0.0,A
2018-01-05,66.7064518328699,68.03611149869786,66.7064518328699,67.84200286865234,1632500,0.0,0.0,A
2018-01-08,67.67700872904402,68.25934201479839,67.50230800284076,67.98758697509766,1613400,0.0,0.0,A
2018-01-09,68.59903961112067,70.20046178915494,68.10405295868757,69.65694427490234,2666100,0.0,0.0,A
2018-01-10,69.34637505879675,69.34637505879675,68.04583072578453,68.705810546875,2957200,0.0,0.0,A
2018-01-11,68.83196972512825,69.08431687165314,68.23022852042156,68.71550750732422,1511100,0.0,0.0,A
2018-01-12,68.64756042989364,69.74428814172713,68.42432886486037,69.61811828613281,1448100,0.0,0.0,A
2018-01-16,69.89958496240793,70.33634051189627,68.96785015684416,69.13285064697266,1702700,0.0,0.0,A
2018-01-17,69.60841413512605,70.18103974481781,69.48223686841696,69.93840026855469,1824500,0.0,0.0,A
2018-01-18,70.07429070350686,70.36546109061763,69.55989610374563,70.06459045410156,1828300,0.0,0.0,A
2018-01-19,70.34604500561947,71.06425583092035,69.93840503011981,70.91867065429688,2266100,0.0,0.0,A
2018-01-22,71.0157341982624,71.38455101426865,70.46251637902364,71.31661224365234,1963700,0.0,0.0,A
2018-01-23,71.86981957075841,71.89893512466193,71.09337024440656,71.27777862548828,1213400,0.0,0.0,A
2018-01-24,71.49129692015849,71.68540553404745,70.8992560215975,71.41365051269531,1754300,0.0,0.0,A
2018-01-25,71.98629545852683,72.29687376710092,71.48160848388304,71.6854248046875,1664100,0.0,0.0,A
2018-01-26,72.1124397213946,72.6268341151315,71.42333724154858,72.61712646484375,2386900,0.0,0.0,A
2018-01-29,72.28716989767265,72.79185684704645,72.11246914504892,72.335693359375,1321900,0.0,0.0,A
2018-01-30,71.81159203951842,71.89894611935662,70.78280281883521,70.84103393554688,1817000,0.0,0.0,A
2018-01-31,71.59805253570619,72.19980109531161,71.08365803698386,71.26806640625,2032800,0.0,0.0,A
2018-02-01,71.02542374695649,71.60775697590243,70.375151764713,70.68572998046875,2008200,0.0,0.0,A
2018-02-02,70.19074888144081,70.61779673822028,69.12313664426145,69.15225219726562,1955700,0.0,0.0,A
2018-02-05,68.77372837576843,69.37547689564403,66.17263309708436,66.21145629882812,2860700,0.0,0.0,A
2018-02-06,64.98857049414136,66.80351683497345,64.1830054815177,66.43470001220703,4121200,0.0,0.0,A
2018-02-07,66.18233722328269,67.04613305295496,65.91058223032083,66.05615997314453,1988100,0.0,0.0,A
2018-02-08,66.08528572583134,66.15323188933145,63.11538083735827,63.134796142578125,4163400,0.0,0.0,A
2018-02-09,64.44505491006372,65.54178282228162,63.36773490041838,65.00798034667969,4517000,0.0,0.0,A
2018-02-12,65.47383325175842,67.01702412096233,65.38648659744048,66.41527557373047,4227600,0.0,0.0,A
2018-02-13,65.96882493390629,66.47351180894813,65.66795433944498,66.32792663574219,1825500,0.0,0.0,A
2018-02-14,65.80384136847901,67.83230421934744,65.62914061634154,67.64789581298828,3637800,0.0,0.0,A
2018-02-15,72.73362475473473,72.78214821578571,69.12314751882421,69.89958953857422,4899100,0.0,0.0,A
2018-02-16,69.85105895996094,70.55956213822937,69.51136514813568,69.85105895996094,2887100,0.0,0.0,A
2018-02-20,69.39489146145407,69.73458525338845,68.61844216151609,68.98725891113281,2580400,0.0,0.0,A
2018-02-21,69.02608233265775,70.5595582274426,68.88049716286753,69.15225219726562,1995600,0.0,0.0,A
2018-02-22,69.60841059957399,69.64723380237648,68.43403648268165,68.59902954101562,2403400,0.0,0.0,A
2018-02-23,69.055194206806,69.26871812382043,67.99728227380783,68.61843872070312,4227000,0.0,0.0,A
2018-02-26,68.90960854007896,69.11342480352664,67.94875832532018,68.5019760131836,5947400,0.0,0.0,A
2018-02-27,68.6669589885767,68.83195202454986,66.9684829711914,66.9684829711914,3370500,0.0,0.0,A
2018-02-28,67.3761368435887,67.93906227962182,66.5511639968616,66.57057189941406,3289200,0.0,0.0,A
2018-03-01,66.45409876085063,66.77438463614193,64.82356123773089,65.39618682861328,2401800,0.0,0.0,A
2018-03-02,64.85268202864648,65.6873624593902,64.6876889540219,65.52236938476562,2057300,0.0,0.0,A
2018-03-05,65.27004020481789,65.85237365505898,64.55182919634628,65.56121063232422,1890900,0.0,0.0,A
2018-03-06,65.78440470932797,66.40556109204563,65.46411886689813,66.10469055175781,2944600,0.0,0.0,A
2018-03-07,65.37679343997173,67.80318866145295,65.31856232418276,67.64789581298828,3125800,0.0,0.0,A
2018-03-08,67.66729480526742,68.20109718241872,67.1529003271092,67.79346466064453,2453400,0.0,0.0,A
2018-03-09,68.20110899783266,69.39489862386654,67.93906158979941,69.0357894897461,2061200,0.0,0.0,A
2018-03-12,69.10372993871523,69.42401587115792,68.58933535890922,68.62815856933594,2049400,0.0,0.0,A
2018-03-13,68.90960775866675,69.41429458556154,68.34668242518384,68.59902954101562,1728100,0.0,0.0,A
2018-03-14,68.97755520405505,69.0649092725601,67.63818786005864,67.86141204833984,1866300,0.0,0.0,A
2018-03-15,68.0264078298802,68.57963300792692,67.8128912862329,68.11376190185547,2530400,0.0,0.0,A
2018-03-16,67.86141076974906,68.2690433357064,67.01703008380449,67.84200286865234,3378100,0.0,0.0,A
2018-03-19,67.73524800218772,68.23993493608015,67.02673735917774,67.29849243164062,2639400,0.0,0.0,A
2018-03-20,67.71581825513455,68.00698857341257,67.40524003786344,67.79346466064453,2379100,0.0,0.0,A
2018-03-21,67.82258361762145,68.02639988874435,67.31789676599841,67.35671997070312,1583200,0.0,0.0,A
2018-03-22,66.67733324753473,67.16261225924829,65.34767349449244,65.48355102539062,1690000,0.0,0.0,A
2018-03-23,65.5903033957866,65.73588855893627,63.99858906282671,64.11505126953125,2594100,0.0,0.0,A
2018-03-26,65.22148920006367,66.27940118233758,64.69739443995908,66.19204711914062,2263800,0.0,0.0,A
2018-03-27,66.46379530858752,66.60937304142601,64.58091097968759,65.0273666381836,2104500,0.0,0.0,A
2018-03-28,65.24091036957735,65.39619580010813,63.87242002637691,64.44505310058594,2267800,0.0,0.0,A
2018-03-29,64.78473558332422,65.59030036472576,64.16357916037497,64.9303207397461,2711300,0.0,0.0,A
2018-04-02,64.8320835055199,65.14335502032293,61.9917262946308,62.67263412475586,3085800,0.149,0.0,A
2018-04-03,63.16872040908573,64.08307623344122,62.85744892012048,63.635623931884766,2286100,0.0,0.0,A
2018-04-04,62.40026541236389,63.8593518643071,61.91390326171616,63.66480255126953,5084100,0.0,0.0,A
2018-04-05,64.02471535893741,64.50134820457382,63.71344386894865,63.88853454589844,2120200,0.0,0.0,A
2018-04-06,63.23680400905693,63.77179788056893,61.65126248172461,61.91389846801758,3578600,0.0,0.0,A
2018-04-09,63.149259849413866,64.44298495105204,62.332174998672365,63.41189956665039,2639800,0.0,0.0,A
2018-04-10,64.3360025217085,64.96827497701493,64.10255070267056,64.8223648071289,1872800,0.0,0.0,A
2018-04-11,64.180347470206,64.78343173856628,64.02470803237313,64.27761840820312,1391400,0.0,0.0,A
2018-04-12,64.7445376283043,65.79508182533199,64.63753734409045,65.36708068847656,2180900,0.0,0.0,A
2018-04-13,65.65889147994932,65.82425283293554,65.05579973098487,65.37680053710938,2043900,0.0,0.0,A
2018-04-16,65.97988523950457,66.50515720580148,65.64915514755607,66.31060791015625,2887800,0.0,0.0,A
2018-04-17,66.72891242620801,66.97209359935113,66.21336952655271,66.57328033447266,2682600,0.0,0.0,A
2018-04-18,67.23470525034743,68.37279088267728,66.7775236489934,67.6529769897461,2678300,0.0,0.0,A
2018-04-19,67.58488161935205,67.69187445524399,65.52270361506515,66.1160659790039,2435100,0.0,0.0,A
2018-04-20,66.18417534266823,66.39817591836919,65.48381252084651,65.7075424194336,1917200,0.0,0.0,A
2018-04-23,65.86316701743331,66.7969815336368,65.68807633181402,66.21334838867188,2260600,0.0,0.0,A
2018-04-24,64.5791836644187,66.0577291680245,64.2387315488843,64.8223648071289,3701600,0.0,0.0,A
2018-04-25,64.87098834762912,65.2503502449944,63.139540216824,64.00526428222656,4451600,0.0,0.0,A
2018-04-26,64.4138127520612,64.93908483326807,64.10254123223103,64.55972290039062,1978600,0.0,0.0,A
2018-04-27,64.5305214179443,64.74452193449916,64.16088888472025,64.47216033935547,1189200,0.0,0.0,A
2018-04-30,64.67643113297574,64.84179989010913,63.93716607113102,63.9468879699707,2277700,0.0,0.0,A
2018-05-01,63.83989561689049,64.54025832750034,63.70371480330498,64.43325805664062,3135100,0.0,0.0,A
2018-05-02,64.1998005314531,65.03634398056671,63.97607068847278,64.11225891113281,2240500,0.0,0.0,A
2018-05-03,63.97608779215869,64.6472700792398,63.09091234665229,64.5305404663086,2365900,0.0,0.0,A
2018-05-04,64.22898732568486,65.41571221422794,63.75235447450368,65.17253112792969,1330800,0.0,0.0,A
2018-05-07,65.32817269092332,66.12580638283754,65.24062363795937,65.55189514160156,1468700,0.0,0.0,A
2018-05-08,65.25037203152537,65.60055350313858,65.0169127695831,65.53246307373047,1916100,0.0,0.0,A
2018-05-09,65.54216238328564,66.5440746724829,65.3184399443379,66.2717056274414,2108500,0.0,0.0,A
2018-05-10,66.2620125462276,67.00127801182616,66.2620125462276,66.98182678222656,1844900,0.0,0.0,A
2018-05-11,67.30280682611979,67.7016199900975,67.03044516851577,67.55570983886719,1524200,0.0,0.0,A
2018-05-14,67.82806348985628,68.52841869812421,67.11797154007616,67.3222427368164,3322600,0.0,0.0,A
2018-05-15,60.1532748945197,62.35163032726384,59.04436971185636,60.79527282714844,14451200,0.0,0.0,A
2018-05-16,60.805001939666944,61.271912927238354,59.96846205433706,60.25054931640625,5872500,0.0,0.0,A
2018-05-17,60.28946187677311,62.16682039049435,60.07546130713151,61.85554885864258,5211300,0.0,0.0,A
2018-05-18,61.89445337964132,62.83799350562895,61.7777237822962,62.56563186645508,4163500,0.0,0.0,A
2018-05-21,62.98389873390465,64.19007479385706,62.9158083294226,63.76208114624024,4527300,0.0,0.0,A
2018-05-22,63.83017671812237,64.09280903630109,62.92554274459866,63.07144546508789,3415500,0.0,0.0,A
2018-05-23,62.45863737126634,63.22709059365274,62.45863737126634,62.7699089050293,3222400,0.0,0.0,A
2018-05-24,62.85744828099956,63.227080851231925,62.32244693604701,62.37108612060547,1525800,0.0,0.0,A
2018-05-25,62.19599691212392,62.361361989959136,61.126001554457496,61.427547454833984,1742000,0.0,0.0,A
2018-05-29,60.92172569850528,60.96063185153018,59.62800056122003,60.16299819946289,3559200,0.0,0.0,A
2018-05-30,60.54236808496291,61.34000179342697,60.308912597062864,60.9800910949707,1731500,0.0,0.0,A
2018-05-31,60.94118259330152,61.116273274824266,60.16300013735644,60.2310905456543,2510400,0.0,0.0,A
2018-06-01,60.76609240351715,61.505361289868624,60.73690814926122,61.06763458251953,2277900,0.0,0.0,A
2018-06-04,61.44700068363537,61.77772713945431,61.04818381432276,61.651275634765625,1958000,0.0,0.0,A
2018-06-05,61.72908408837127,62.127900908766,61.36917713110012,61.78744888305664,1889500,0.0,0.0,A
2018-06-06,62.01117419818215,63.41189956665039,61.3399957662236,63.41189956665039,3177600,0.0,0.0,A
2018-06-07,63.62590014995492,64.28734555080605,63.032537732087896,63.450809478759766,2977200,0.0,0.0,A
2018-06-08,63.567535742552565,64.55971875037457,63.372993838151125,63.93717575073242,3853800,0.0,0.0,A
